	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
mon_bulbasaur	0.13205856062443566	0.059238091919472734	-0.0024038093352684114	-0.09229704421530753	-0.09468442885508765	-0.08355060360904057	-0.1451372568814236	0.07020165480492145	-0.0466704456888293	0.060070491293588615	-0.2145874125704409	0.030358103270283352	-0.14927894393204694	-0.19803443096543932	-0.207752649073646	0.08345260614278559	-0.037509620168798344	-0.12432347754164474	0.17978499353452732	0.25427933658632607	0.10741917355218805	-0.17014030097845254	0.09179438819619597	0.05168921044444046	0.1100266416927827	0.10819923563730263	-0.1380314593180682	0.0429535779403536	0.3797693122568596	0.07500511234095263	-0.2414022618279115	-0.024176189787235344	0.0725004447284896	0.11883849658809208	0.13788747620567288	0.041497953626908154	0.042327522132495556	0.25123880088260553	-0.17015472966368292	0.010391126410983201	0.0970279791967948	0.11964225042819725	-0.07891335063137768	0.07054696853721484	-0.03377473999228741	-0.036279800051364886	0.0646274464243316	-0.04671068398323459	-0.17135415107225743	0.18438687494419753
mon_ivysaur	0.11163923468905786	0.04383450859393981	0.005951822395673835	-0.08071117339495659	-0.09009789709787669	-0.0896042729009969	-0.14663499986563136	0.03944148800603898	-0.06912755620033484	0.03734555042522217	-0.2239261640046965	0.0570739873062102	-0.1266811715515537	-0.1920485248399066	-0.1758383108815113	0.095357430353162	-0.02767179680910226	-0.14325055115699814	0.16500419542571063	0.23698857784618024	0.07424050018355195	-0.1770179801015649	0.06463221806180866	0.05311180088728179	0.104414727586574	0.14763466202104003	-0.12342253530961052	0.01977171341433537	0.37605478701073625	0.0670316755298673	-0.22210007943397916	-0.012574040926724235	0.05285759277311718	0.13667594094726282	0.12412053558830169	0.0330596188143586	0.08225463862372666	0.24060456968715474	-0.14183282795079682	-0.03267080691283511	0.09332744413879471	0.13143425313443122	-0.08419944532612911	0.11482933096751256	-0.048120667059202794	-0.025221896195870026	0.05638451119009416	-0.035176953805965055	-0.1764337753398606	0.17879188446626043
mon_venusaur	0.1633322219677653	0.05389000536352741	-0.014704598187357283	-0.07358888868763766	-0.09877174054850632	-0.04805240835469927	-0.1466206498158761	0.09473219144676454	-0.03225959996376605	0.033063707026866763	-0.20295030660934496	0.05381371638631616	-0.14395970430056793	-0.19613676908285824	-0.2212415055543125	0.10333601396124467	-0.026594391133027587	-0.12907518655196185	0.1959548259500528	0.2611559223832252	0.12514872770369234	-0.1748329473721817	0.11012135546777506	0.0525022382465971	0.0970382341000956	0.09244474373898118	-0.11848081610490578	0.047740512844078695	0.375983113395327	0.08935486438847029	-0.23362770158887392	-0.02028862055477949	0.07220091967098	0.13381478384125406	0.10982007954221956	0.06517438959142116	0.05647344454506732	0.24970809082527598	-0.16210089253807133	0.025677945709146024	0.1278126866843022	0.08703779883145328	-0.059963793053002756	0.06807926888016484	-0.020650427402344834	-0.033282766153737355	0.0517368756214619	-0.05057048660323332	-0.1843794286170815	0.18533830534611423
mon_venusaurmega	0.1439815220854981	0.043187652684982626	0.04483933235034126	-0.022726043660690597	-0.10014544274898574	-0.07908487306736295	-0.16322389815213997	-0.009548443912912168	-0.057798514001588946	0.0848364183877447	-0.21111890460197894	0.037991938298805136	-0.10839964639932759	-0.104814656404733	-0.23150338293625575	0.14046029094171472	-0.03390775348955988	-0.18736253421119048	0.20332599807057078	0.19132488461085545	0.13393901325854357	-0.1586918524580393	0.10572328056092146	0.08756822672352745	0.09577025861563744	0.16772782809389458	-0.10949236407978725	0.09851925286803143	0.37041663963331345	0.053797879031770725	-0.21169387473585702	0.018758270204835253	0.06737825758783504	0.15219050554843686	0.08568364336254627	0.006918375580487205	0.08855958858824367	0.24263579172222222	-0.1235161831859818	-0.11282517191340839	0.14811817596932816	0.06686432173677741	-0.03246395187799464	0.11510140647124778	0.0056912106209872975	-0.08787027906952395	-0.0019796496199670933	0.004113169535978046	-0.175842095751378	0.13189304576835448
mon_charmander	-0.03163105290096481	0.13717990481490241	0.11271840943706421	0.18164907462542257	-0.1654426315957069	-0.0637994636216899	0.10478545650759663	-0.03595087664978367	-0.06652776513702643	0.21647462826956723	-0.18097441378673718	-0.15758322077890977	-0.008889018943314462	0.06364514697901694	-0.08319318732971365	0.04038752869612074	-0.3335093868488358	-0.05497206233464457	-0.010713412727614956	-0.03414331969883853	0.15670732978071752	-0.12535279120805184	-0.07513552377030089	0.002015603233340156	0.1696722880814705	0.10327182179420862	-0.30525719750101993	0.1721289260452169	0.08748053968655067	-0.051885618633870846	-0.16964417916858077	0.02897254380611519	0.11564240627257491	-0.10184034734065783	0.15277383140357592	-0.32874046777981825	-0.12138703724636582	0.12176108714269519	-0.10524770641015782	-0.029422960493515532	0.010369994819627214	0.13659847707883668	-0.07706239530560419	0.16608731283179817	0.02451395922711449	-0.07348533475799379	0.018387627331093497	-0.11015159135565017	0.001956999942741722	-0.048095571410356766
mon_charmeleon	-0.04707298243831271	0.12580103586418717	0.12220432605411881	0.1980267100765963	-0.1946225160860636	-0.09102314391711501	0.08392687106581737	-0.046878790730166126	-0.03941609987997025	0.22325231281167807	-0.16002778674884457	-0.14614796708301062	-0.0207895618685865	0.06006036381901027	-0.10044004478849836	0.058782265218833146	-0.2967846542705605	-0.06977282036596046	0.010335359802125004	-0.021524026765397667	0.1417949400936822	-0.11517855894330525	-0.06562703048010374	-0.010596244074039652	0.1742565357925811	0.09432510294908465	-0.31595511068919746	0.17040709065894377	0.09484256396449829	-0.039778745213314703	-0.1575511572636372	-0.0006951503127098643	0.09107036172110584	-0.10459260637492193	0.1579686874745074	-0.3230634910984408	-0.12770422969942052	0.14118509703373627	-0.1021228832979762	-0.04967256428585532	-0.030715620792142243	0.1507126328650047	-0.10157612913024242	0.16637966430113618	0.014276803828598035	-0.051292777905879834	0.046769559356940466	-0.09321791367108809	0.03800142892797568	-0.08092397318033336
mon_charizard	-0.05556507267656466	0.13297824801296604	0.1186608796019244	0.16690774784187815	-0.14959184239700446	0.0002315396984200941	0.18257388826026016	-0.04069612136681759	-0.03904020351496761	0.28760909894408115	-0.11656187807998417	-0.1369768072951801	0.008683988555366331	0.034466548531261666	-0.02416811159957442	-0.000576797272427365	-0.3673989824420023	-0.0025784853523185564	-0.029047818174315024	-0.08155452672653608	0.10165398404100581	-0.08938881317476323	-0.05001801143809973	0.024993005021721422	0.12182576933609206	0.0809308840482569	-0.3089285860517048	0.18112621069914625	0.05340387782208662	-0.08458808731546102	-0.19467436808320773	0.05002000938686523	0.13506373942920338	-0.10540981957443035	0.17522135738327513	-0.34732050737735976	-0.11074768094964921	0.08430781887883519	-0.09136231822332778	-0.025874416672547154	-0.004284192982046195	0.12854710379152667	-0.0732455873721615	0.15839293634714177	-0.0392022431953032	-0.07842415382803589	0.033857127442509315	-0.0808956000121008	-0.05133262136402721	-0.09579346588943041
mon_charizardmegax	0.054942535860367056	0.07327605484611707	-0.015953108509513165	0.24160129458403506	-0.0777856992979982	-0.04076566780177266	0.15698217206855813	0.12357654622330333	-0.07264445155681472	0.08371145856527867	-0.3743873623675265	-0.2841347859351215	-0.061719976258746735	0.08096330744345724	0.058441925387813974	0.09242381860626113	-0.23711813769080148	0.007889411543333207	0.04186262276988248	-0.06356142267650101	0.12544993747034677	-0.13842601691966153	-0.062157417018411966	-0.02367652832995642	0.04223912519912088	0.09992663671544363	-0.22015558180713563	0.009714895495588455	0.06199737979223396	0.02581508834988901	-0.024914388976043304	0.10403347295737689	0.3317207857014506	0.012111572244867787	-0.01634340312052548	-0.29230625408081873	-0.16621028663160817	0.07979754815047992	0.02887594417242027	0.04929072695578157	0.02304096123991855	0.11892186051589015	-0.054323874050943716	0.17914910865140107	0.03909317607068706	0.05594626753966101	0.01313990758745625	-0.0016737271585985352	0.07269435698457509	0.07592416042584589
mon_charizardmegay	-0.03634318318517998	0.16997219165503974	0.07831477648027377	0.15930324032515789	-0.09266223913614975	-0.005532119701770115	0.18426215397519138	0.0694325417664104	-0.015559500364172857	0.19428421578855856	-0.19175338064833744	-0.2327550594510357	-0.07108036356140852	0.026885149053466787	-0.05244148621444521	0.021147088108242593	-0.32511678609947026	-0.017955587552873582	0.016634043951928967	-0.021499161207245703	0.09056775597140854	-0.07689733817695621	-0.0028627192117710587	-0.0017219967070070117	0.13555797056245908	0.07121829863226158	-0.27613016012409225	0.16075339561586555	0.06857516711246371	-0.0783790887732353	-0.2185630987905653	0.03595257755175357	0.22533620070013027	-0.08167364159956977	0.1252410016021758	-0.3119218372764405	-0.10927693058498186	0.07284597150655259	-0.07772439847246262	-0.009727161000602747	-0.05087329568164307	0.1289668474514592	-0.06667482138808398	0.1587727277035809	-0.004914094787792991	-0.07149794151614496	0.04238599759641795	-0.07518547123284237	-0.015785827915969976	-0.019334666227126193
mon_squirtle	0.2869976228886765	0.019748459651313284	-0.03318707216165978	0.12294858412646685	0.14577109740242047	0.12618634475041604	0.02565088928709733	-0.04842207282384113	-0.0777572817665863	-0.13251616388602666	-0.05037936647935831	-0.030876447538030895	0.3514141136918376	0.16992089059700216	0.1985422621535556	0.10790547127694071	-0.019869669645174066	0.00725122598281748	0.10491922566636891	0.05020442141955494	0.34606373517436917	-0.13571068688743917	0.10505679611906579	0.07458023596391693	-0.1937132807461701	0.07246693316395199	0.11076639104160745	0.11073002920862443	0.027764849567891808	-0.007583851794045948	0.008068438311025534	0.13374300292020722	0.07843668993582552	-0.047297561586862505	-0.09398197202156088	0.11016833732389751	0.05315825965246553	0.002190510960806526	0.0021053758013562995	-0.12824973047918253	0.22399597177277167	-0.09375317422449114	0.17259378852720833	0.11444472389052926	0.04970797165732362	-0.16683849908644074	-0.13051020822247392	0.09686400780119646	-0.1413010184999833	-0.01001662383492927
